131	58	175	172	175	172	58
166	117	183	113	33	100	110
105	52	29	29	105	52	63
196	190	140	147	196	190	147
72	62	81	24	92	152	72
189	189	182	117	189	50	29
123	184	50	91	91	123	184
23	50	145	95	50	23	145
83	190	190	159	83	171	159
85	120	151	184	190	192	162
152	23	23	26	152	26	49
98	98	161	147	161	153	147
39	155	74	73	152	176	88
43	79	113	44	158	85	144
63	12	10	65	93	59	60
26	132	117	46	104	90	23
111	180	139	111	189	139	180
172	123	123	91	29	91	172
88	129	88	164	164	173	129
74	161	81	74	81	154	161
187	189	187	130	189	42	42
197	134	28	26	197	28	134
151	151	172	10	10	14	14
112	119	112	119	64	148	148
74	136	136	74	189	189	156
71	71	61	170	156	170	61
67	171	186	67	67	67	186
10	10	184	15	15	63	63
14	14	80	112	80	57	112
160	66	90	188	97	30	58
43	13	83	10	116	199	124
190	34	34	177	177	190	109
18	18	69	38	10	38	10
80	158	80	93	171	93	158
142	41	197	142	41	197	129
192	78	78	99	99	192	92
203	203	16	81	88	23	203
183	15	123	17	117	86	42
193	10	94	193	18	10	18
86	137	102	82	82	86	102
111	176	200	200	65	176	111
76	17	92	85	183	136	43
139	57	149	137	139	149	137
188	132	54	156	156	132	188
20	197	20	29	28	29	28
193	141	156	139	129	103	188
100	176	110	77	124	21	28
115	108	52	152	100	26	177
15	33	178	21	22	117	85
127	81	119	127	81	176	119
29	95	59	29	72	95	72
190	152	152	116	116	102	190
35	35	84	43	174	174	43
178	185	173	54	200	115	150
197	148	148	197	189	189	56
152	152	129	92	111	33	82
65	105	100	65	129	100	105
89	30	134	101	101	89	30
170	170	19	85	77	173	170
67	106	166	67	15	166	106
15	154	72	13	95	188	177
77	144	194	106	109	123	90
119	68	27	118	118	119	68
20	118	155	136	101	198	115
56	136	56	126	126	82	82
174	174	107	89	107	182	89
169	196	188	188	120	120	169
103	168	103	187	168	41	187
200	32	162	196	188	116	127
158	132	103	163	93	86	117
19	173	72	167	38	19	11
57	18	61	168	115	91	79
83	82	125	68	37	148	42
195	163	163	19	64	19	64
68	50	68	80	59	80	50
14	34	194	80	114	52	165
28	136	69	75	138	165	71
93	192	162	27	33	150	97
15	15	18	132	18	99	132
180	183	35	38	59	78	67
131	81	81	165	152	152	131
151	84	28	72	197	25	171
93	39	187	186	195	193	73
147	169	89	147	89	79	79
196	198	192	192	183	196	183
11	52	50	50	157	11	52
192	31	59	93	45	73	105
14	87	149	116	99	135	153
168	180	15	76	178	133	116
177	45	173	172	40	11	167
118	136	164	118	164	136	65
129	192	175	129	175	88	192
138	191	165	165	161	161	191
147	156	156	119	44	156	45
25	22	58	80	175	128	152
44	157	66	75	45	132	65
102	102	126	109	16	126	16
27	47	137	27	54	54	137
99	123	63	15	63	99	123
122	46	49	186	31	95	69
48	59	163	68	196	165	64
112	117	112	169	117	28	28
32	64	165	32	48	165	64
32	190	105	86	86	157	86
159	159	193	32	193	158	158
36	164	112	130	80	43	186
198	163	122	150	150	180	28
71	128	71	84	84	128	115
73	96	96	73	155	155	118
35	143	69	56	133	163	150
128	23	51	10	185	20	154
86	185	81	140	26	30	101
17	126	46	17	61	46	61
104	106	170	197	186	79	182
177	99	34	99	113	177	34
179	33	186	186	33	179	169
60	17	126	168	126	34	126
166	177	13	170	145	35	40
77	69	174	19	115	90	22
28	156	57	187	80	97	28
113	43	32	32	22	22	113
100	139	139	100	192	139	139
131	102	159	159	80	80	131
42	183	165	126	118	20	75
193	13	17	127	117	66	74
102	16	141	33	102	33	16
136	136	106	67	112	67	112
180	27	113	30	180	27	30
198	157	114	198	143	157	143
14	14	128	48	184	53	14
185	43	185	32	34	32	43
170	15	72	143	169	16	115
23	124	76	76	23	71	124
160	22	75	160	75	30	30
104	96	140	194	140	96	194
142	116	142	93	196	116	196
18	113	71	59	166	182	197
74	67	195	74	195	159	67
198	11	187	193	60	150	72
76	76	176	176	182	108	108
199	71	180	43	199	71	180
162	99	180	99	87	99	87
171	76	173	37	14	99	95
101	23	101	147	147	92	92
178	98	98	198	86	178	198
122	54	72	71	35	98	152
194	194	31	159	31	31	159
150	187	171	21	168	49	178
140	119	184	76	61	196	101
128	52	64	54	52	64	128
33	118	188	120	200	97	14
197	54	56	56	197	54	25
30	95	75	160	86	142	152
187	19	24	34	169	180	185
49	34	20	176	19	141	35
34	94	58	92	94	58	34
148	102	144	76	76	102	148
147	194	133	83	85	154	46
38	38	106	114	106	116	114
97	116	96	95	42	96	150
102	155	155	54	161	102	54
142	38	186	186	38	151	151
178	153	157	139	130	10	49
195	133	161	195	133	103	103
76	50	89	76	50	171	171
165	174	134	164	82	187	49
47	21	155	77	156	47	13
126	118	137	126	118	114	114
119	12	198	190	11	85	190
120	132	183	58	183	58	132
114	29	108	108	194	114	194
147	43	116	43	147	118	116
12	123	12	128	37	123	128
62	51	149	149	51	64	64
101	105	16	145	36	91	143
86	192	43	146	184	11	137
113	50	44	148	129	87	81
24	166	112	162	43	12	103
89	11	79	90	48	59	176
179	87	135	177	148	164	192
184	102	58	96	96	58	184
120	200	120	107	200	107	65
86	190	22	126	127	185	92
77	149	149	19	85	149	173
136	110	78	185	136	110	185
10	43	44	190	94	101	36
154	127	103	137	103	127	154
145	43	26	133	136	72	173
13	87	140	87	140	13	88
18	148	18	148	183	12	12
85	120	175	139	181	151	180
74	52	41	52	20	74	41
20	20	80	19	80	20	20
75	25	97	48	144	68	74
195	150	39	150	101	39	101
154	62	130	130	154	170	62
17	126	180	37	11	55	133
127	112	127	139	113	139	112
108	108	139	155	108	160	92
36	37	169	11	36	169	37
49	138	179	49	138	179	64
160	71	27	188	181	14	44
20	35	151	169	38	20	55
117	36	182	182	183	183	117
148	71	71	89	76	148	89
172	106	181	172	184	184	181
117	128	134	75	159	101	182
111	157	111	32	105	190	111
141	141	119	60	60	84	119
173	197	124	130	183	17	75
114	114	115	25	115	76	25
30	109	187	30	109	194	187
146	34	54	73	73	146	34
75	108	81	81	75	65	108
92	42	42	92	74	74	45
119	73	181	197	197	73	119
90	25	73	160	189	129	53
18	157	18	126	126	157	128
114	147	13	13	135	135	114
10	118	21	156	152	111	50
20	129	141	141	17	20	17
168	68	72	13	145	114	34
116	115	41	34	100	139	28
65	171	113	119	63	38	146
187	175	141	27	179	86	125
64	160	23	140	32	138	105
18	155	82	36	102	59	43
187	92	62	62	187	79	79
22	11	107	119	107	11	22
103	65	83	65	13	103	83
17	44	55	55	126	44	17
93	190	25	93	112	112	25
11	79	11	79	185	39	39
100	100	176	143	59	143	176
120	69	60	69	60	77	120
80	24	24	24	84	84	80
71	103	16	166	16	166	71
102	115	169	106	163	37	64
10	10	95	95	189	189	123
147	63	37	30	191	12	149
66	47	186	187	182	167	149
170	170	28	28	17	118	17
28	84	197	131	35	60	12
30	106	30	159	158	159	106
67	190	138	110	138	67	190
120	11	118	103	103	120	11
116	27	116	79	159	27	159
46	46	157	161	142	142	161
29	183	84	134	64	138	188
196	120	176	196	120	194	176
15	98	59	87	63	150	130
147	147	85	19	173	147	77
183	127	37	96	156	96	96
125	173	60	172	194	176	36
86	72	63	106	41	180	54
110	103	110	39	39	84	84
64	40	174	174	64	85	85
130	52	113	130	40	29	130
136	162	180	136	136	87	87
55	53	30	51	122	39	179
130	153	154	49	79	45	57
106	61	106	163	163	43	43
147	52	147	55	70	70	52
161	30	21	173	35	115	174
151	112	114	100	150	23	53
188	108	133	148	188	148	108
72	62	148	178	178	72	62
53	50	193	119	53	119	193
86	191	191	167	86	133	167
99	66	43	66	43	99	155
78	153	140	169	169	153	78
73	200	75	75	135	200	73
128	153	128	153	193	193	42
116	180	148	61	76	58	93
97	70	14	70	97	14	164
193	55	54	155	187	66	59
29	172	82	120	156	55	176
59	195	173	195	167	59	167
24	172	172	24	188	15	15
24	174	166	13	36	19	120
144	178	191	200	99	122	182
127	142	177	15	62	76	88
87	24	87	24	184	71	71
193	65	131	44	44	86	64
86	26	26	38	171	26	91
30	102	30	111	111	102	135
101	126	165	165	101	133	133
107	52	103	185	174	109	158
28	28	151	151	13	109	109
21	117	157	117	21	136	157
112	151	79	112	74	74	79
158	144	158	144	87	125	87
110	156	84	110	121	121	84
13	123	69	158	65	112	172
111	27	32	51	40	123	178
55	22	42	142	20	108	91
100	66	174	174	100	66	62
98	96	141	162	98	96	162
137	113	108	113	137	108	17
51	51	70	60	172	60	70
133	38	42	38	42	184	133
126	41	76	140	76	140	126
143	45	45	143	127	127	12
65	11	140	126	160	140	177
85	63	147	147	79	93	149
192	47	32	47	192	123	32
127	183	37	93	140	19	108
142	19	15	142	160	160	15
58	94	167	93	145	151	47
81	148	37	198	198	148	81
32	140	20	164	101	67	119
77	144	134	18	154	96	68
184	198	98	28	198	184	98
67	60	157	48	84	97	27
155	35	155	150	140	155	65
162	45	156	178	165	63	34
133	94	125	125	163	133	163
56	103	105	19	105	56	103
152	56	16	126	56	152	126
22	176	134	22	134	26	176
88	154	177	96	67	115	158
41	27	120	138	42	156	50
164	57	57	91	91	164	14
166	161	16	16	166	161	49
111	174	167	174	167	158	158
152	180	65	65	60	180	60
106	176	27	176	51	106	51
147	137	104	67	33	193	30
143	182	130	91	182	130	91
174	29	18	135	18	174	29
150	33	14	33	14	185	185
190	129	50	21	154	151	30
127	155	33	33	155	127	36
121	153	153	118	121	52	52
142	88	185	88	142	13	13
13	40	136	29	34	52	113
66	137	118	13	155	145	143
40	131	18	40	18	181	131
178	203	203	157	203	22	97
177	161	18	161	177	69	69
89	131	37	89	181	89	29
121	131	121	31	31	131	36
182	39	111	88	122	121	155
171	20	49	20	77	49	77
96	163	104	16	104	65	104
150	39	58	26	26	26	166
140	89	77	179	128	182	60
170	127	12	176	22	97	126
181	81	169	87	129	36	41
66	96	66	183	114	183	96
188	188	62	21	57	188	17
157	125	50	40	91	121	180
74	59	176	176	59	74	117
196	119	118	49	136	167	176
83	164	27	192	192	83	27
42	10	185	95	79	19	40
195	100	87	132	185	22	139
189	37	157	49	157	37	49
119	23	119	57	26	23	57
84	76	187	95	184	198	169
45	131	103	93	26	109	27
57	17	60	162	198	91	42
158	11	41	106	69	106	52
16	100	154	14	27	113	167
62	62	128	69	48	48	69
102	64	23	82	23	64	102
130	197	130	118	48	118	197
165	198	165	198	130	130	53
55	55	129	162	44	129	162
125	61	61	19	19	166	125
156	176	109	176	134	109	156
121	72	68	28	84	160	199
152	23	190	179	158	166	43
45	22	22	190	45	188	190
112	112	21	183	21	98	183
106	89	89	97	106	27	27
115	142	46	195	115	195	46
13	156	192	143	128	95	192
83	58	156	134	190	27	156
107	187	73	107	98	98	187
54	124	65	54	87	65	124
128	193	120	15	120	128	15
33	38	29	56	179	82	192
26	59	64	10	175	75	125
149	10	172	195	173	97	169
145	125	148	148	145	11	11
50	90	50	21	21	90	164
84	191	64	64	174	191	174
43	135	188	67	27	60	31
56	116	199	25	116	199	25
162	87	88	88	180	88	87
131	198	131	107	165	53	121
140	140	163	141	163	141	33
173	160	156	173	110	160	110
184	132	67	67	132	184	133
146	94	62	10	163	23	137
10	22	117	154	117	154	22
28	57	51	57	28	133	51
115	129	25	86	25	86	115
108	47	26	118	26	108	118
143	16	144	90	17	106	147
42	46	200	33	126	157	60
190	82	97	19	82	97	190
18	99	170	99	139	18	170
161	54	197	178	34	160	131
24	194	112	47	132	60	64
146	20	146	146	123	20	123
188	92	188	92	111	112	111
133	17	15	122	139	114	19
32	105	190	157	54	54	54
45	45	176	166	153	176	153
177	20	132	77	145	86	16
106	195	195	19	67	19	67
77	165	152	165	142	77	142
35	113	13	113	13	175	175
184	123	200	185	57	60	75
38	38	73	73	29	70	29
110	110	143	93	93	143	98
94	108	111	24	94	24	108
68	34	68	34	195	138	138
81	42	131	131	42	167	167
16	52	31	31	52	102	16
19	51	63	97	14	65	12
166	149	166	149	118	118	122
87	87	88	88	67	18	18
118	120	53	118	120	53	32
155	155	134	128	164	134	164
79	178	178	79	197	67	67
68	168	52	87	78	170	180
50	145	162	139	161	171	12
26	114	22	92	81	161	23
105	144	144	183	183	144	105
125	44	165	133	80	82	80
88	123	123	157	179	157	88
164	50	50	164	18	190	18
21	21	133	133	19	19	11
32	39	80	198	14	45	19
15	117	183	183	15	200	117
75	139	93	19	157	166	125
118	118	154	53	154	124	124
113	190	59	134	129	120	26
20	115	33	119	152	47	179
121	151	107	180	68	145	137
162	56	162	89	89	56	134
186	158	76	186	38	76	158
88	87	129	169	33	45	138
132	90	132	137	137	90	81
190	117	101	134	117	101	134
96	132	49	140	96	49	132
46	157	138	24	18	52	178
59	13	31	130	31	13	59
113	15	134	48	21	106	32
65	76	135	185	65	76	185
46	135	109	186	174	175	182
149	185	185	149	124	124	65
27	17	200	10	101	191	130
158	85	121	105	189	169	157
171	132	118	103	98	169	118
31	126	32	200	136	64	62
71	197	197	145	179	71	179
160	169	176	160	176	166	166
67	92	67	89	39	89	39
21	178	147	197	183	62	104
155	190	71	118	71	155	190
176	167	176	143	132	167	143
108	77	61	196	134	58	180
65	16	178	178	163	96	178
85	175	159	159	175	142	85
114	94	148	148	94	186	114
181	25	143	181	143	126	25
117	185	190	90	77	143	173
174	36	153	25	192	98	85
174	54	51	177	78	18	69
67	73	152	152	67	185	73
21	135	117	135	126	117	21
194	59	16	145	24	83	111
64	115	46	64	14	115	46
22	43	153	130	197	139	164
121	121	184	191	33	85	29
167	40	40	54	178	167	54
74	96	195	182	198	53	128
15	141	80	196	28	42	76
76	44	76	73	98	44	73
102	102	92	146	76	146	92
65	50	73	98	140	161	141
168	117	171	91	91	117	168
22	196	152	112	171	74	23
36	198	170	198	171	55	198
105	138	160	182	182	160	138
125	48	39	70	15	12	24
102	49	102	56	35	49	35
164	187	82	44	21	69	187
179	75	191	179	94	94	191
168	168	107	115	56	107	115
